datetime_AEST,month,date,day,hour,season,CO,DBT,NO2,O3,PM10,PM2.5,SO2
2022-07-21 19:00:00,7,2022-07-21,21,19,winter,0.295,9.797,12.05200110255521,10.986,17.5270277739141,6.898,0.2110360058375207
2022-07-21 20:00:00,7,2022-07-21,21,20,winter,0.316,8.82762177062314,14.190302211192432,6.7839482277335605,20.70366126354503,9.342846759846296,0.5586553178034634
2022-07-21 21:00:00,7,2022-07-21,21,21,winter,0.3618560450104247,7.6455,16.9685,2.5540000000000003,20.192572272971702,8.78946710008475,0.913
2022-07-21 22:00:00,7,2022-07-21,21,22,winter,0.33645239493279977,6.979,16.530324909727568,2.3923491618805146,21.897118851795465,10.066010506149212,0.788286822938142
2022-07-21 23:00:00,7,2022-07-21,21,23,winter,0.34244734557141876,6.157500000000001,18.35316410473968,2.2959717844641485,26.092229372626896,13.1065,0.9614439753895971
2022-07-22 00:00:00,7,2022-07-22,22,0,winter,0.3822961733488627,6.4575,17.789553487742438,1.4947179355378826,22.305684891555366,12.903232301861944,0.7318928079898507
2022-07-22 01:00:00,7,2022-07-22,22,1,winter,0.2985973766646346,5.414,14.50459664532849,5.451087905149109,15.168,11.863,0.31678153035841916
2022-07-22 02:00:00,7,2022-07-22,22,2,winter,0.31768043152334147,5.1895,14.721678178756122,5.0989462890644575,20.327766939257586,9.548793378947671,0.5011114003954176
2022-07-22 03:00:00,7,2022-07-22,22,3,winter,0.3027684239926418,4.752,14.100866540202759,4.501668152105106,15.3555,9.268943404351312,0.556359688356892
2022-07-22 04:00:00,7,2022-07-22,22,4,winter,0.2336756123099729,5.0184999999999995,11.912928886631931,7.481986628709109,12.628398990761637,7.543108614806881,0.43410011179193475
2022-07-22 05:00:00,7,2022-07-22,22,5,winter,0.22,5.571999999999999,11.023219095198925,7.40324637695001,13.145963522511671,6.516407265158915,0.2728178308435264
2022-07-22 06:00:00,7,2022-07-22,22,6,winter,0.26990497802262325,4.303,13.412764603049766,2.5789351725934155,13.557825931779018,6.024075464858171,0.3260883381928821
2022-07-22 07:00:00,7,2022-07-22,22,7,winter,0.2731371457297389,4.321,14.73503075751779,1.266,15.223523775517641,6.527830453868802,0.4353615545230838
2022-07-22 08:00:00,7,2022-07-22,22,8,winter,0.2986971965613856,6.551500000000001,14.388820826465547,2.7775,23.04642670817389,9.8265,0.888072525199938
2022-07-22 09:00:00,7,2022-07-22,22,9,winter,0.27869030217300234,9.807,12.34836193509824,6.7675,20.2877173665551,7.446644709745033,0.4748975926842789
